id;X.id;addr.city;addr.city.ca;addr.city.en;addr.city.es;addr.floor;addr.housenumber;addr.postcode;addr.street;addr.street.ca;addr.street.es;addr.unit;alt_name;alt_name.ca;alt_name.en;alt_name.es;amenity;atm;atm.network;atm.operator;branch;brand;brand..2021;brand.ca;brand.en;brand.es;brand.website;brand.wikidata;brand.wikidata..2021;brand.wikipedia;brand.wikipedia..2021;building;building.floor;building.levels.underground;check_date;check_date.opening_hours;contact.email;contact.phone;contact.website;drive_through;level;name;name..2021;name.1926.2010;name.1991.2010;name.2010.2018;name.2011.2016;name.ca;name.en;name.es;network;nohousenumber;note;official_name;old_name;opening_hours;operator;operator..2021;operator.wikidata;operator.wikidata..2021;operator.wikipedia;operator.wikipedia..2021;phone;ref;short_name;source;website;wheelchair;wikidata;wikipedia;longitud;latitud
node/6003222163;node/6003222163;València;NA;NA;NA;NA;11;46020;Carrer del Poeta Carles Salvador;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;no;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mo-We,Fr 08:15-14:15; Th 08:15-14:15,16:15-18:30; Sa,Su,PH off";Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;+34 963 69 53 25;NA;NA;NA;NA;NA;NA;NA;-0,359476;39,4859458
node/6003222164;node/6003222164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Q806189;NA;en:Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;BBVA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3586963;39,4889592
node/6003284874;node/6003284874;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,361679;39,4857383
node/6046696376;node/6046696376;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3669162;39,4675344
node/6316036475;node/6316036475;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;Banco Popular Español;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3604501;39,4889025
node/6329645165;node/6329645165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Q806189;NA;en:Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3658462;39,4912711
node/6329645166;node/6329645166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3664772;39,4918936
node/6411065159;node/6411065159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3882924;39,459322
node/6425534325;node/6425534325;València;València;NA;NA;NA;51;46005;Avinguda del Regne de València;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3663027;39,4635696
node/6425534326;node/6425534326;València;València;NA;NA;NA;53;46005;Avinguda del Regne de València;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Sabadell;NA;Banc Sabadell;NA;Banco Sabadell;NA;Q762330;NA;es:Banco Sabadell;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Sabadell;NA;NA;NA;NA;NA;Banc Sabadell;NA;Banco Sabadell;NA;NA;NA;Banco de Sabadell, S.A.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3658705;39,4634801
node/6436894204;node/6436894204;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3864369;39,4630157
node/6439787527;node/6439787527;NA;NA;NA;NA;NA;63;NA;Gran Via de Ramón y Cajal;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3843874;39,4686845
node/6439787531;node/6439787531;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;Q8254971;NA;es:Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3828083;39,4666771
node/6440347693;node/6440347693;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Sabadell;NA;Banc Sabadell;NA;Banco Sabadell;NA;Q762330;NA;es:Banco Sabadell;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Sabadell;NA;NA;NA;NA;NA;Banc Sabadell;NA;Banco Sabadell;NA;NA;NA;Banco de Sabadell, S.A.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3898482;39,4711132
node/6443870731;node/6443870731;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3529699;39,4738107
node/6444763100;node/6444763100;València;NA;NA;NA;NA;19;46025;Carrer de Sant Josep de Pignatelli;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;Q8254971;NA;es:Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3841317;39,4913482
node/6445298661;node/6445298661;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3945051;39,4927237
node/6445298662;node/6445298662;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;Q8254971;NA;es:Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3941797;39,4929677
node/6446344500;node/6446344500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3437027;39,4698626
node/6450391221;node/6450391221;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3509206;39,4597156
node/6473361745;node/6473361745;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3466083;39,4698159
node/6473384822;node/6473384822;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,345714;39,4691514
node/6473384824;node/6473384824;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Sabadell;NA;Banc Sabadell;NA;Banco Sabadell;NA;Q762330;NA;es:Banco Sabadell;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Sabadell;NA;NA;NA;NA;NA;Banc Sabadell;NA;Banco Sabadell;NA;NA;NA;Banco de Sabadell, S.A.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3475349;39,4684914
node/6473384827;node/6473384827;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3479167;39,4647076
node/6617346032;node/6617346032;València;NA;NA;NA;NA;54;46021;Carrer de Rodríguez de Cepeda;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;Valencia-Manuel Candela;Cajamar;NA;NA;NA;NA;NA;Q8254971;NA;es:Cajamar Caja Rural;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Mo-Fr 08:30-14:00;NA;NA;NA;NA;NA;NA;34963390685;2001;NA;NA;https://www.grupocooperativocajamar.es/es/comun/busquedas/busqueda-oficinas/cajamar_comunidad-valenciana_valencia_valencia_valencia-manuel-candela/;NA;NA;NA;-0,3507427;39,46741
node/6935539926;node/6935539926;València;València;Valencia;Valencia;NA;32;46010;Carrer d'Alboraia;Carrer d'Alboraia;Calle de Alboraya;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3702605;39,4822163
node/6935539933;node/6935539933;València;València;Valencia;Valencia;NA;36;46010;Carrer d'Alboraia;Carrer d'Alboraia;Calle de Alboraya;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Targobank;NA;NA;NA;NA;NA;Q1455437;NA;en:Targobank;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;Targobank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3702094;39,4824948
node/6946240000;node/6946240000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Q806189;NA;en:Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;yes;NA;NA;-0,3555466;39,4803011
node/6959529064;node/6959529064;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Sabadell;NA;Banc Sabadell;NA;Banco Sabadell;NA;Q762330;NA;es:Banco Sabadell;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Sabadell;NA;NA;NA;NA;NA;Banc Sabadell;NA;Banco Sabadell;NA;NA;NA;Banco de Sabadell, S.A.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3630122;39,4811043
node/6960375094;node/6960375094;València;València;NA;Valencia;NA;35;46010;Carrer d'Alboraia;Carrer d'Alboraia;Calle de Alboraya;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Sabadell;NA;Banc Sabadell;NA;Banco Sabadell;NA;Q762330;NA;es:Banco Sabadell;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Sabadell;NA;NA;NA;NA;NA;Banc Sabadell;NA;Banco Sabadell;NA;NA;NA;Banco de Sabadell, S.A.;NA;"Apr-Sep: Mo-Fr 08:15-14:00; Oct-Mar: Mo-Fr 08:15-14:00; Oct-Mar: Th 08:15-18:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3699827;39,4834877
node/6960375098;node/6960375098;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;no;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"May-Sep: Mo-Fr 08:15-14:30; Oct-Mar: Mo-Fr 08:15-14:30; Oct-Mar: Th 08:15-14:30,16:15-18:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3698088;39,4837927
node/6960734662;node/6960734662;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Sabadell;NA;Banc Sabadell;NA;Banco Sabadell;NA;Q762330;NA;es:Banco Sabadell;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Sabadell;NA;NA;NA;NA;NA;Banc Sabadell;NA;Banco Sabadell;NA;NA;NA;Banco de Sabadell, S.A.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3618108;39,4862181
node/6973473955;node/6973473955;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Sabadell;NA;Banc Sabadell;NA;Banco Sabadell;NA;Q762330;NA;es:Banco Sabadell;NA;NA;NA;NA;31/07/2025;NA;NA;NA;NA;NA;NA;Banco Sabadell;NA;NA;NA;NA;NA;Banc Sabadell;NA;Banco Sabadell;NA;NA;NA;Banco de Sabadell, S.A.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3626054;39,4618799
node/6994555069;node/6994555069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mo-Th 08:30-18:30; Fr,PH 08:30-14:30";Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3988037;39,4715126
node/7013453825;node/7013453825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Q806189;NA;en:Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Banco Bilbao Vizcaya Argentaria;NA;Mo-Sa 08:30-14:15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3989305;39,4718166
node/7013453828;node/7013453828;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;Mo-Fr 08:30-14:30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3986874;39,4717945
node/7042234819;node/7042234819;València;València;NA;NA;NA;8;46005;Avinguda del Regne de València;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Banco Pichincha;NA;NA;Pichincha Bank;Banco Pichincha;NA;Q4854135;NA;en:Banco Pichincha;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Pichincha;NA;NA;NA;NA;NA;NA;Pichincha Bank;Banco Pichincha;NA;NA;NA;NA;NA;"Mo-Th 09:00-14:30,16:30-18:45; Fr 09:00-14:00";NA;NA;NA;NA;NA;NA;34963504826;NA;NA;NA;https://www.bancopichincha.es/;NA;NA;NA;-0,3728073;39,4646359
node/7256081191;node/7256081191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Q806189;NA;en:Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3759797;39,4522788
node/7383379719;node/7383379719;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3644098;39,4830102
node/7390735095;node/7390735095;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3881199;39,4741534
node/9312962984;node/9312962984;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unicaja Banco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3783493;39,4686865
node/9312978013;node/9312978013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;Q8254971;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3721212;39,4658733
node/9316270088;node/9316270088;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Ibercaja;NA;NA;NA;NA;NA;Q5907815;NA;NA;NA;NA;NA;NA;03/04/2024;NA;NA;NA;NA;NA;NA;Ibercaja;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3795793;39,4729281
node/9422617656;node/9422617656;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;Q8254971;NA;es:Cajamar Caja Rural;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,371892;39,4507713
node/9764262641;node/9764262641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Bankinter;NA;NA;NA;NA;NA;Q806808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bankinter;NA;NA;NA;NA;NA;Bankinter;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,371919;39,4713857
node/9862537297;node/9862537297;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Q806189;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3395449;39,4673892
node/10263422401;node/10263422401;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Sabadell;NA;Banc Sabadell;NA;Banco Sabadell;NA;Q762330;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Sabadell;NA;NA;NA;NA;NA;Banc Sabadell;NA;Banco Sabadell;NA;NA;NA;Banco de Sabadell, S.A.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3752436;39,4539286
