"identificador";"nombre_servicio";"tipo_servicio";"latitud";"longitud"
"CO119";"CENTRE PRIV. ED. INF. 1er CICLE LÁPICES IV";"Colegio";39,4757439990739;-0,388641000000001
"CO120";"CENTRE PRIV. ED. INF. 1er CICLE QUART 24";"Colegio";39,4761469990739;-0,381411
"CO121";"CENTRE PRIVAT FP VERGE DE CORTES. VALÈNCIA";"Colegio";39,457273999074;-0,386933000000001
"CO122";"CENTRE PRIV. ED. INF. 1er CICLE BABOO";"Colegio";39,4584339990741;-0,361597
"CO123";"CEE PRIV. FUNDACIÓ MIRA'M";"Colegio";39,469263999074;-0,352592000000002
"CO124";"EI 1er CICLE MUNICIPAL MESTRA EMPAR NAVARRO I GINER";"Colegio";39,4525489990741;-0,35888
"CO125";"ESCOLA PRIVADA DE MÚSICA AULAMEDA";"Colegio";39,4749139990739;-0,364640000000001
"CO126";"CENTRE PRIV. ED. INF. 1er CICLE LLAVORETES";"Colegio";39,473025999074;-0,354804
"CO127";"CENTRE PRIVAT FP VERGE DE CORTES. SOROLLA";"Colegio";39,459765999074;-0,383844000000001
"CO128";"CENTRE PRIVAT FP PROGRESA";"Colegio";39,465892999074;-0,383341000000001
"CO129";"CENTRE PRIVAT FP IBE";"Colegio";39,4859339990739;-0,357073999999999
"CO130";"CENTRE PRIV. ED. INF. 1er CICLE PASITOS 2";"Colegio";39,464757999074;-0,384210000000001
"CO131";"C. ENS. PROF.DE MUS. MADRE FCA. PASCUAL DOMENECH-LA PURÍSIMA";"Colegio";39,464307999074;-0,405285
"CO132";"CENTRE PRIV. ED. INF. 1er CICLE ESPAI NATURAL";"Colegio";39,457913999074;-0,361562
"CO133";"CENTRE PRIVAT FP MEDAC VALÈNCIA";"Colegio";39,4586179990741;-0,405382
"CO134";"CENTRE PRIVAT FP OLLER 1";"Colegio";39,462802999074;-0,372460999999999
"CO135";"CENTRE PRIVAT LUZ CASANOVA";"Colegio";39,4883439990738;-0,373433000000001
"CO136";"CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN-S.VICENTE PAÚL";"Colegio";39,4906989990738;-0,39157
"CO137";"CENTRE PRIVAT SANTIAGO APÓSTOL";"Colegio";39,4855279990739;-0,381281000000001
"CO138";"CENTRE PRIVAT SANTA MARÍA";"Colegio";39,466339999074;-0,406512999999999
"CO139";"CENTRE PRIVAT SAN MARCELINO";"Colegio";39,4433979990741;-0,391552000000002
"CO140";"CEIP LUIS VIVES";"Colegio";39,468276999074;-0,384808999999999
"CO141";"CEIP LES ARENES";"Colegio";39,467018999074;-0,327326000000002
"CO142";"CENTRE PRIVAT FP PAX";"Colegio";39,471996999074;-0,384704000000001
"CO143";"CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS";"Colegio";39,463742999074;-0,369345999999999
"CO144";"CENTRE PRIVAT HOGAR NUESTRA SEÑORA DEL ROSARIO";"Colegio";39,465171999074;-0,332508
"CO145";"CEIP 9 D'OCTUBRE";"Colegio";39,4739309990739;-0,398183000000001
"CO146";"CENTRE PRIVAT VILAVELLA";"Colegio";39,4791599990739;-0,392760999999999
"CO147";"CEIP CARLES SALVADOR";"Colegio";39,4876669990739;-0,363386
"CO148";"CEIP PABLO NERUDA";"Colegio";39,4509999990741;-0,3752
"CO149";"CENTRE PÚBLIC FPA ESCUELA POPULAR NAZARET";"Colegio";39,4482819990741;-0,333399000000001
"CO150";"ESCOLA PRIVADA DE MÚSICA HIPOLITO MARTINEZ";"Colegio";39,4852799990739;-0,360457
"CO151";"CONSERVATORI PROFESSIONAL DE MÚSICA NÚMERO 2";"Colegio";39,4749289990739;-0,382773
"CO152";"CENTRE PRIV. ED. INFANTIL CHIQUILÍN";"Colegio";39,471880999074;-0,390226000000001
"CO153";"CENTRE PRIV. ED. INF. 1er CICLE DUMBO";"Colegio";39,469823999074;-0,390269999999999
"CO154";"CENTRE PRIVAT FP I. INTER";"Colegio";39,462015999074;-0,380906
"CO155";"CENTRE PRIV. ED. INF. 1er CICLE PIPO";"Colegio";39,4923009990738;-0,376861000000001
"CO156";"CENTRE PRIV. ED. INFANTIL PATUFET";"Colegio";39,460110999074;-0,372559000000001
"CO157";"CENTRE PRIV. ED. INFANTIL JESÚS-KIND";"Colegio";39,4775409990739;-0,354058
"CO158";"IES MALILLA";"Colegio";39,4524899990741;-0,379694
"CO159";"CEIP MARE NOSTRUM";"Colegio";39,471996999074;-0,337293000000002
"CO160";"CENTRE PRIV. ED. INF. 1er CICLE LA MILOTXA";"Colegio";39,4980309990738;-0,419924
"CO161";"CENTRE PRIV. ED. INFANTIL TEYSA";"Colegio";39,463896999074;-0,364103
"CO162";"CENTRE PRIV. ED. INF. 1er CICLE SAN JUAN BOSCO";"Colegio";39,4828369990739;-0,385723000000001
"CO163";"CENTRE PRIV. ED. INF. 1er CICLE LA SENYERA";"Colegio";39,4901569990739;-0,369319
"CO164";"CENTRE PRIV. ED. INF. 1er CICLE COLORINS";"Colegio";39,470853999074;-0,401409
"CO165";"CENTRE PRIVAT FP LUMEN 1993 CENTRO ESTUDIOS, SL";"Colegio";39,4918209990739;-0,373299
"CO166";"CENTRE PRIV. ED. INF. 1er CICLE MI COLE";"Colegio";39,463403999074;-0,369425999999999
"CO167";"CENTRE PRIV. ED. INF. 1er CICLE EL VALLE 2";"Colegio";39,4918309990738;-0,406113000000001
"CO168";"CENTRE PRIV. ED. INF. 1er CICLE SAINT THOMAS";"Colegio";39,4871059990739;-0,375015999999999
"CO169";"CENTRE PRIV. ED. INFANTIL LÁPICES II";"Colegio";39,4846259990739;-0,399359
"CO170";"CENTRE PRIV. ED. INF. 1er CICLE NEMOMARLÍN NOU MOLES";"Colegio";39,473238999074;-0,397739000000002
"CO171";"CENTRE PRIV. ED. INF. 1er CICLE DINO SCHOOL-BENIMACLET";"Colegio";39,4865429990739;-0,365207
"CO172";"CENTRE PRIV. ED. INF. 1er CICLE PIPOLANDIA";"Colegio";39,4584709990741;-0,36143
"CO173";"CENTRE PRIV. ED. INF. 1er CICLE FORMIGUETES";"Colegio";39,4278439990742;-0,363938000000001
"CO174";"CENTRE PRIV. ED. INF. 1er CICLE TEYSA-ARAGÓN";"Colegio";39,468617999074;-0,358558
"CO175";"CENTRE PRIV. ED. INF. 1er CICLE LA AURORA 3";"Colegio";39,471344999074;-0,386589
"CO176";"CENTRE PRIV. ED. INF. 1er CICLE PASITOS";"Colegio";39,4879209990739;-0,376046
"CO177";"EI 1er CICLE MUNICIPAL QUATRE CARRERES";"Colegio";39,4533929990741;-0,365703
"CO178";"EI 1er CICLE MUNICIPAL MINI-POLI";"Colegio";39,467673999074;-0,399906999999999
"CO179";"CENTRE PRIV. ED. INF. 1er CICLE IMPULSO INICIAL";"Colegio";39,4835079990739;-0,36109
"CO180";"CENTRE PRIV. ED. INFANTIL SUPERFRIENDS";"Colegio";39,469984999074;-0,354862999999999
"CO181";"CENTRE SUPERIOR DE MÚSICA BERKLEE-VALENCIA";"Colegio";39,458525999074;-0,357020000000002
"CO182";"CENTRE ENSENYAMENTS ESPORTIUS MIFRA";"Colegio";39,4535589990741;-0,370188
"CO183";"ESCOLA PRIVADA DE MÚSICA SANTA MARÍA";"Colegio";39,466339999074;-0,406512999999999
"CO184";"ESCOLA PRIVADA DE MÚSICA SIOAM";"Colegio";39,5005089990738;-0,418741000000001
"CO185";"ESCOLA PRIVADA DE MÚSICA BENIFARAIG";"Colegio";39,5301429990736;-0,384275000000001
"CO186";"CENTRE PRIV. ED. INF. 1er CICLE LA PEQUETECA";"Colegio";39,469425999074;-0,353492999999999
"CO187";"CENTRE ENSENYAMENTS ESPORTIUS C.F. DE JUDO Y D.A.";"Colegio";39,4809399990739;-0,354876
"CO188";"CENTRE PRIVAT FP DE LA PROFESIÓN DE PANADERÍA Y PASTELERÍA";"Colegio";39,4866739990739;-0,394538000000001
"CO189";"CENTRE ESTRANGER LABA VALENCIA";"Colegio";39,4761299990739;-0,381688000000001
"CO190";"CEP 9 D'OCTUBRE";"Colegio";39,5034779990738;-0,363273000000001
"CO191";"CENTRE PRIVAT EL AVE MARÍA";"Colegio";39,5007829990738;-0,424052
"CO192";"CEIP CAMI DE L'HORTA";"Colegio";39,4941279990738;-0,418744
"CO193";"CENTRE PRIVAT ACADEMIA JARDÍN";"Colegio";39,4512139990741;-0,378272999999999
"CO194";"CENTRE PRIVAT INMACULADO CORAZÓN DE MARÍA";"Colegio";39,473752999074;-0,393716
"CO195";"CENTRE INTEGRAT LA PURÍSIMA-FRANCISCANAS";"Colegio";39,464215999074;-0,405191000000001
"CO196";"CENTRE PRIVAT MANTELLATE";"Colegio";39,4862979990739;-0,386206
"CO197";"CENTRE PRIVAT MERCURIO";"Colegio";39,4855949990739;-0,375043
"CO198";"CENTRE PRIVAT MARÍA AUXILIADORA";"Colegio";39,4929719990738;-0,373460000000001
"CO199";"CENTRE PRIVAT SAN JOSÉ DE CALASANZ";"Colegio";39,4761459990739;-0,364705000000002
"CO200";"CENTRE PRIVAT TRAFALGAR";"Colegio";39,461477999074;-0,342852
"CO201";"CENTRE PRIVAT AVE MARÍA DE PEÑARROCHA";"Colegio";39,460599999074;-0,353536000000001
"CO202";"CENTRE PRIVAT SOM ESCOLA";"Colegio";39,471397999074;-0,406119
"CO203";"CENTRE PRIVAT PUREZA DE MARÍA";"Colegio";39,470074999074;-0,409606
"CO204";"CENTRE PRIVAT CLARET FUENSANTA";"Colegio";39,465345999074;-0,408859999999999
"CO205";"CENTRE PRIVAT MARNI";"Colegio";39,4961759990738;-0,368493
"CO206";"CEIP MONTOLIVET";"Colegio";39,4601939990741;-0,360327999999999
"CO207";"CEIP CIUTAT ARTISTA FALLER";"Colegio";39,4996819990738;-0,393271000000001
"CO208";"IES LUIS VIVES";"Colegio";39,468230999074;-0,377174999999999
"CO209";"IES SOROLLA";"Colegio";39,467693999074;-0,33887
"CO210";"CENTRE PRIVAT FP CIUTAT VELLA";"Colegio";39,4768169990739;-0,383041000000001
"CO211";"CENTRE PRIVAT FP INS. INTER IV";"Colegio";39,461817999074;-0,381550000000001
"CO212";"CEIP NICOLAU PRIMITIU GÓMEZ SERRANO";"Colegio";39,4544199990741;-0,403366
"CO213";"EI APÓSTOL SANTIAGO";"Colegio";39,469362999074;-0,358257000000001
"CO214";"CEIP PARE CATALÀ";"Colegio";39,4843189990739;-0,355382000000001
"CO215";"ESCOLA SUPERIOR D'ART DRAMÀTIC";"Colegio";39,4837399990739;-0,346831
"CO216";"CEIP ANTONIO MACHADO";"Colegio";39,4980059990738;-0,374265
"CO217";"CEIP COMUNITAT VALENCIANA";"Colegio";39,4844189990739;-0,394498999999999
"CO218";"IES NÚMERO 26";"Colegio";39,464757999074;-0,410142
"CO219";"CENTRE PÚBLIC FPA MALVARROSA";"Colegio";39,4773879990739;-0,327692
"CO220";"CENTRE PÚBLIC FPA REINA DOÑA GERMANA";"Colegio";39,4949049990738;-0,366846
"CO221";"ESCOLA PRIVADA DE MÚSICA POBLADOS MARÍTIMOS";"Colegio";39,470050999074;-0,330566000000001
"CO222";"CENTRE PRIV. ED. INF. 1er CICLE EL CABIROL";"Colegio";39,461555999074;-0,397746
"CO223";"CENTRE PRIV. ED. INFANTIL GIORGETA";"Colegio";39,460373999074;-0,385146
"CO224";"ESCOLA PRIVADA DE MÚSICA DE ORRIOLS";"Colegio";39,4915269990738;-0,369887000000001
"CO225";"CENTRE PRIV. ED. INFANTIL SAN PASCUAL BAYLÓN";"Colegio";39,4762399990739;-0,362744000000001
"CO226";"CENTRE PRIVAT FP INUPEL II";"Colegio";39,462985999074;-0,382274
"CO227";"CENTRE PRIV. ED. INF. 1er CICLE BETERÓ";"Colegio";39,4749119990739;-0,336177
"CO228";"CENTRE PRIV. ED. INF. 1er CICLE SAMBORI-LATORRE";"Colegio";39,4339969990742;-0,392064
"CO229";"CENTRE PRIVAT FP COLEGIO RUZAFA";"Colegio";39,464177999074;-0,373321000000001
"CO230";"CENTRE PRIVAT FP XABEC";"Colegio";39,4949489990738;-0,366850999999999
"CO231";"CENTRE PRIVAT FP CFFOLGADO";"Colegio";39,4408329990742;-0,408125
"CO232";"CENTRE PRIV. ED. INF. 1er CICLE PEÚCOS";"Colegio";39,4952879990738;-0,383336
"CO233";"CENTRE PRIV. ED. INF. 1er CICLE BALEARS II";"Colegio";39,466080999074;-0,355063
"CO234";"CENTRE PRIV. ED. INF. 1er CICLE FANTASÍA";"Colegio";39,4547099990741;-0,405067
"CO235";"CENTRE PRIV. ED. INF. 1er CICLE LA MILOTXA II";"Colegio";39,5022919990738;-0,423515000000002
"CO236";"CENTRE PRIV. ED. INF. 1er CICLE MONTESSORI-SAN ISIDRO";"Colegio";39,4522749990741;-0,403565000000001
"CO237";"ESCOLA PRIVADA DE MÚSICA MARÍA RAFOLS";"Colegio";39,467076999074;-0,354694
"CO238";"CENTRE PRIV. ED. INF. 1er CICLE PASITO A PASITO";"Colegio";39,466646999074;-0,371548
"CO239";"CENTRE PRIV. ED. INF. 1er CICLE BABY'S BRAIN";"Colegio";39,474249999074;-0,352802000000001
"CO240";"CENTRE PRIV. ED. INF. 1er CICLE PIPO 2";"Colegio";39,4909599990739;-0,379457000000001
"CO241";"CENTRE PRIV. ED. INFANTIL GUPPYDOS";"Colegio";39,461686999074;-0,368229
"CO242";"EI 1er CICLE MUNICIPAL ALGIRÓS";"Colegio";39,468675999074;-0,340415000000001
"CO243";"CENTRE PRIVAT FP CLAUDIO GALENO";"Colegio";39,4823699990739;-0,388094
"CO244";"CENTRE ENSENYAMENTS ESPORTIUS MARNI";"Colegio";39,4961759990738;-0,368493
"CO245";"CENTRE PRIV. ED. INF. 1er CICLE RONDALLES";"Colegio";39,5047979990738;-0,366345
"CO246";"CENTRE ENSENYAMENTS ESPORTIUS CENAFE";"Colegio";39,4868699990739;-0,397782
"CO247";"CENTRE ENSENYAMENTS ESPORTIUS FASCV";"Colegio";39,4899089990738;-0,356852000000001
"CO248";"ESCOLA PRIVADA DE MÚSICA ACORDES";"Colegio";39,4929159990738;-0,363557
"CO249";"ESCOLA PRIVADA DE MÚSICA  ASOCIACIÓN MUSICAL LUÍS VIVES";"Colegio";39,468162999074;-0,384924
"CO250";"CENTRE PRIV. ED. INF. 1er CICLE PIRATAS";"Colegio";39,4866439990739;-0,388375999999999
"CO251";"CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL";"Colegio";39,465155999074;-0,336918
"CO252";"CENTRE PRIV. ED. INFANTIL LA AURORA";"Colegio";39,4745839990739;-0,391182
"CO253";"CENTRE PRIV. ED. INFANTIL BAMBINOS";"Colegio";39,4531449990741;-0,387923
"CO254";"CEP AIORA";"Colegio";39,466919999074;-0,338924000000001
"CO255";"CENTRE PRIV. ED. INF. 1er CICLE AMADEUS SCHOOL";"Colegio";39,4901189990738;-0,391474
"CO256";"CENTRE PRIV. ED. INF. 1er CICLE BAMBI";"Colegio";39,461361999074;-0,368986
"CO257";"CENTRE ENS. PROFESSIONALS DE MÚSICA ASOCIAC. MUSICAL ALSINA";"Colegio";39,4825309990739;-0,386235000000001
"CO258";"CENTRE PRIV. ED. INF. 1er CICLE BAMBINI";"Colegio";39,471008999074;-0,383711
"CO259";"CENTRE PRIVAT FP TAES";"Colegio";39,462198999074;-0,383062
"CO260";"CEIP LA PATACONA";"Colegio";39,4861369990739;-0,330843999999999
"CO261";"CEIP TOMÁS DE MONTAÑANA";"Colegio";39,461709999074;-0,351562
"CO262";"E. PRIV. DE MÚSICA SOCIETAT MUSICAL LA UNIÓ DE TRES FORQUES";"Colegio";39,465797999074;-0,397604
"CO263";"CENTRE PRIV. ED. INF. 1er CICLE PEQUES-ÑAJOS";"Colegio";39,4842159990739;-0,356401000000001
"CO264";"CENTRE PRIVAT FP NÀUTICA I SUBAQUÀTICA";"Colegio";39,468070999074;-0,348558
"CO265";"CENTRE PRIVAT CENTRO DE ESTUDIOS GARCÍA BROCH";"Colegio";39,463352999074;-0,367229000000001
"CO266";"CENTRE PRIVAT SAN VICENTE FERRER-DOMINICOS";"Colegio";39,467463999074;-0,369412999999999
"CO267";"CENTRE PRIVAT LICEO CORBI";"Colegio";39,460168999074;-0,362999
"CO268";"CENTRE PRIVAT NUESTRA SEÑORA DE FÁTIMA";"Colegio";39,468410999074;-0,404540999999999
"CO269";"CEE PÚB. RUIZ JIMÉNEZ";"Colegio";39,467306999074;-0,326315000000001
"CO270";"CENTRE PRIVAT SALESIANOS SAN ANTONIO ABAD";"Colegio";39,4915479990738;-0,373888999999999
"CO271";"CENTRE ESTRANGER COLEGIO ALEMÁN DE VALENCIA";"Colegio";39,4820649990739;-0,363586
"CO272";"CENTRE PRIVAT PUREZA DE MARÍA";"Colegio";39,465809999074;-0,332432999999999
"CO273";"CEIP PROFESOR SANTIAGO GRISOLIA";"Colegio";39,469714999074;-0,341686999999998
"CO274";"CENTRE PRIVAT SANTA CRUZ";"Colegio";39,471884999074;-0,412103
"CO275";"CENTRE PRIVAT NIÑO JESÚS";"Colegio";39,4898259990739;-0,402487000000001
"CO276";"CENTRE PRIVAT MARJO";"Colegio";39,4930879990738;-0,393555
"CO277";"CEIP SAN JUAN DE RIBERA";"Colegio";39,466306999074;-0,374104
"CO278";"CEIP NUESTRA SEÑORA DEL CARMEN";"Colegio";39,4741269990739;-0,335848999999999
"CO279";"CEIP JAUME I";"Colegio";39,465792999074;-0,341798999999999
"CO280";"CEIP SAN PEDRO";"Colegio";39,468753999074;-0,337378000000001
"CO281";"CEIP CAVITE-ISLA DE HIERRO";"Colegio";39,475317999074;-0,327229000000001
"CO282";"CEIP RODRÍGUEZ FORNOS";"Colegio";39,4605959990741;-0,397015
"CO283";"IES SAN VICENTE FERRER";"Colegio";39,464757999074;-0,367725000000001
"CO284";"IES JUAN DE GARAY";"Colegio";39,4548509990741;-0,395679
"CO285";"IES ISABEL DE VILLENA";"Colegio";39,4785929990739;-0,325695000000001
"CO286";"CIPFP VICENTE BLASCO IBÁÑEZ";"Colegio";39,463645999074;-0,3681
"CO287";"CEIP RAQUEL PAYA";"Colegio";39,466488999074;-0,402598
"CO288";"CEIP SARA FERNÁNDEZ";"Colegio";39,4460779990741;-0,391710000000001
"CO289";"IES FONT DE SANT LLUÍS";"Colegio";39,4541219990741;-0,364069
"CO290";"EI NIÑO JESÚS";"Colegio";39,4898589990738;-0,401654999999999
"CO291";"IES CAMPANAR";"Colegio";39,4813199990739;-0,398580000000001
"CO292";"CEIP ANGELINA CARNICER";"Colegio";39,469437999074;-0,351359000000001
"CO293";"CENTRE PRIVAT FP DANIEL MATALLÍN, SL";"Colegio";39,471420999074;-0,384869999999999
"CO294";"CEP REI EN JAUME";"Colegio";39,5032459990738;-0,362376
"CO295";"CEIP CIUDAD DE BOLONIA";"Colegio";39,461626999074;-0,402063000000001
"CO296";"CEIP FEDERICO GARCÍA LORCA";"Colegio";39,4786719990739;-0,351519000000001
"CO297";"IES FRANCESC FERRER I GUÀRDIA";"Colegio";39,4819509990739;-0,355274999999999
"CO298";"CEIP L'AMISTAT";"Colegio";39,472356999074;-0,350177000000001
"CO299";"CEIP MESTALLA";"Colegio";39,471863999074;-0,356627
"CO300";"CEE PRIV. PARÁLISIS CEREBRAL INFANTIL CRUZ ROJA";"Colegio";39,4800419990739;-0,371671
"CO301";"CENTRE PRIV. ED. INF. 1er CICLE L'ÀNEC BOIG";"Colegio";39,4493849990741;-0,390449
"CO302";"CENTRE PRIV. ED. INF. 1er CICLE CASA CUNA SANTA ISABEL";"Colegio";39,467677999074;-0,410287000000001
"CO303";"IES BENICALAP";"Colegio";39,4958199990738;-0,399788999999999
"CO304";"CENTRE PRIVAT FP C.ESTUDIOS RODRIGO-GIORGETA";"Colegio";39,460127999074;-0,387536
"CO305";"ESCOLA PRIVADA DE MÚSICA FRANCISCA PASCUAL";"Colegio";39,464111999074;-0,405282
"CO306";"CENTRE PRIV. ED. INF. 1er CICLE CARAGOLS I MARIETES II";"Colegio";39,4514589990741;-0,392697
"CO307";"CENTRE PRIV. ED. INFANTIL SAN LUIS";"Colegio";39,4576009990741;-0,369436999999999
"CO308";"CENTRE PRIV. ED. INF. 1er CICLE SAN JOSÉ";"Colegio";39,4866049990739;-0,359159000000001
"CO309";"CENTRE PRIV. ED. INFANTIL PETER PAN";"Colegio";39,463076999074;-0,368997
"CO310";"CENTRE PRIV. ED. INF. 1er CICLE DU-DU-A";"Colegio";39,466386999074;-0,340966
"CO311";"IES RASCANYA-ANTONIO CAÑUELO";"Colegio";39,4947929990738;-0,360038000000001
"CO312";"CENTRE PRIV. ED. INF. 1er CICLE JARDÍN DE SERRERIA";"Colegio";39,463498999074;-0,337679
"CO313";"CENTRE PRIVAT FP IVAFE";"Colegio";39,4543539990741;-0,390111
"CO314";"CENTRE PRIV. ED. INF. 1er CICLE VIRGEN DE CORTES 2";"Colegio";39,4532399990741;-0,390294000000001
"CO315";"ESCOLA OFICIAL D'IDIOMES VALÈNCIA-QUATRE CARRERES";"Colegio";39,4541289990741;-0,363860000000002
"CO316";"CENTRE PRIV. ED. INF. 1er CICLE PITUFOS";"Colegio";39,4749159990739;-0,329209000000001
"CO317";"EI 1er CICLE MUNICIPAL GENT MENUDA";"Colegio";39,4454439990741;-0,335516
"CO318";"CENTRE PRIV. ED. INFANTIL EL VALLE 1";"Colegio";39,4798609990739;-0,396921
"CO319";"CENTRE PRIV. ED. INF. 1er CICLE TXANOGORRITXU";"Colegio";39,4959339990738;-0,406793
"CO320";"CEIP L'ALBEREDA";"Colegio";39,4556599990741;-0,342268999999999
"CO321";"CENTRE PRIV. ED. INF. 1er CICLE LITTLE FRIENDS";"Colegio";39,469851999074;-0,390417
"CO322";"CENTRE PRIV. ED. INF. 1er CICLE CAMPAMENT";"Colegio";39,5020639990738;-0,421399
"CO323";"CENTRE PRIV. ED. INF. 1er CICLE ETAPAS";"Colegio";39,461204999074;-0,343675
"CO324";"CENTRE PRIVAT FP MEDITERRÁNEO CULINARY CENTER";"Colegio";39,468650999074;-0,397430999999999
"CO325";"ESCOLA OFICIAL D'IDIOMES VALÈNCIA-BENICALAP";"Colegio";39,4956609990738;-0,399775000000001
"CO326";"ESCOLA PRIVADA DE MÚSICA GAYANO LLUCH";"Colegio";39,4921949990738;-0,381105
"CO327";"CENTRE PRIV. ED. INF. 1er CICLE FEBES 2";"Colegio";39,459834999074;-0,391229999999999
"CO328";"CENTRE PRIV. ED. INF. 1er CICLE KINDER";"Colegio";39,465693999074;-0,363783
"CO329";"CENTRE PRIV. ED. INF. 1er CICLE ELS MARINERETS";"Colegio";39,466474999074;-0,332344000000001
"CO330";"ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL PATRAIX";"Colegio";39,462670999074;-0,39366
"CO331";"CENTRE PRIV. ED. INF. 1er CICLE MI KITA";"Colegio";39,4842759990739;-0,370565
"CO332";"CENTRE PRIV. ED. INF. 1er CICLE GLOBITOS 2";"Colegio";39,4405679990742;-0,387525999999999
"CO333";"CENTRE PRIV. ED. INF. 1er CICLE EL ESCONDITE INGLÉS";"Colegio";39,4552239990741;-0,368975
"CO334";"CENTRE FPA MUNICIPAL PATACONA";"Colegio";39,4853129990739;-0,327912999999999
"CO335";"CENTRE PRIV. ED. INF. 1er CICLE ITUITU";"Colegio";39,462339999074;-0,364540999999999
"CO336";"CENTRE PRIVAT ESCOLANÍA NTRA.SRA.DESAMPARADOS";"Colegio";39,4754399990739;-0,371341
"CO337";"CENTRE PRIV. ED. INFANTIL LOS ÁNGELES";"Colegio";39,466579999074;-0,367720000000001
"CO338";"CENTRE PRIVAT SAN LUIS GONZAGA";"Colegio";39,4578249990741;-0,368654
"CO339";"CENTRE PRIVAT LUIS DE SANTÁNGEL";"Colegio";39,4522109990741;-0,387137
"CO340";"CENTRE PRIV. ED. INFANTIL CONCHA ESPINA I";"Colegio";39,4536999990741;-0,388287000000001
"CO341";"CENTRE PRIVAT HERMES SOCIEDAD COOPERATIVA VALENCIANA";"Colegio";39,462340999074;-0,391017
"CO342";"CENTRE PRIVAT SANTÍSIMA TRINIDAD";"Colegio";39,4838389990739;-0,377355000000001
"CO343";"CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS -ESCLAVAS-";"Colegio";39,4767999990739;-0,366418
"CO344";"CENTRE PRIVAT GUADALAVIAR";"Colegio";39,4756569990739;-0,355189
"CO345";"CENTRE PRIVAT LA ANUNCIACIÓN";"Colegio";39,464098999074;-0,345138
"CO346";"CEIP EL GRAU";"Colegio";39,4590339990741;-0,341424
"CO347";"CENTRE PRIVAT SAN ROQUE";"Colegio";39,4909429990738;-0,390664000000001
"CO348";"CEP PRIMER MARQUÉS DEL TURIA";"Colegio";39,472584999074;-0,362124000000002
"CO349";"CEIP BALLESTER FANDOS";"Colegio";39,4793609990739;-0,328154999999999
"CO350";"CENTRE PRIV. ED. INFANTIL CIUDAD JARDÍN";"Colegio";39,469602999074;-0,344921
"CO351";"CEIP JOSÉ SOTO MICÓ";"Colegio";39,4505679990741;-0,39048
"CO352";"CEIP LA FONTETA";"Colegio";39,4444989990741;-0,365144
"CO353";"CENTRE PRIVAT AULA 3";"Colegio";39,476178999074;-0,361229000000001
"CO354";"IES EL GRAO";"Colegio";39,462015999074;-0,332175
"CO355";"CEIP JUAN MANUEL MONTOYA";"Colegio";39,4446779990741;-0,334740000000001
"CO356";"CEIP FRANCISCO GINER DE LOS RÍOS";"Colegio";39,4766099990739;-0,401355
"CO357";"CENTRE ENS. PROFESSIONALS DE MÚSICA INSTITUTO MUSICAL GINER";"Colegio";39,471376999074;-0,383988
"CO358";"CONSERVATORI PROFESSIONAL DE MÚSICA JOSÉ ITURBI";"Colegio";39,461825999074;-0,352271
"CO359";"CEIP PROFESOR LUIS BRAILLE";"Colegio";39,4899079990738;-0,380048
"CO360";"CEIP MAX AUB";"Colegio";39,4879099990739;-0,370142999999999
"CO361";"IES ORRIOLS";"Colegio";39,4961349990738;-0,366964000000001
"CO362";"IES BENIMÀMET";"Colegio";39,5040899990738;-0,423961
"CO363";"CENTRE ELEMENTAL DE MÚSICA ALSINA, ASOCIACIÓN";"Colegio";39,468532999074;-0,387183999999999
"CO364";"CENTRE DOCENT PRIVAT FPA CASA DE LOS OBREROS S.VTE. FERRER";"Colegio";39,4766299990739;-0,378127
"CO365";"ESCOLA PRIVADA DE MÚSICA C.INSTR. MUSICAL CASTELLAR-OLIVERAL";"Colegio";39,4276829990742;-0,364173999999999
"CO366";"ESCOLA PRIVADA DE MÚSICA DEL PUERTO";"Colegio";39,464572999074;-0,331888999999999
"CO367";"CENTRE ESTRANGER BRITISH SCHOOL OF VALENCIA";"Colegio";39,457402999074;-0,374715
"CO368";"ESCOLA PRIVADA DE MÚSICA EL PALMAR";"Colegio";39,312900999075;-0,317686000000001
"CO369";"ESCOLA PRIVADA DE MÚSICA ESCOLANIA NTRA.SRA.DESAMPARADOS";"Colegio";39,4756179990739;-0,371195999999999
"CO370";"CEIP CASTELLAR-OLIVERAL";"Colegio";39,4296709990742;-0,366862
