"id";"X.id";"addr.city";"addr.city.ca";"addr.city.es";"addr.floor";"addr.housenumber";"addr.postcode";"addr.street";"addr.street.ca";"addr.street.es";"air_conditioning";"alt_name";"branch";"brand";"brand.website";"brand.wikidata";"brand.wikipedia";"building";"building.levels";"building.levels.underground";"bulk_purchase";"check_date";"check_date.diet.gluten_free";"check_date.opening_hours";"contact.instagram";"currency.EUR";"description";"diet.gluten_free";"diet.kosher";"email";"indoor";"internet_access";"internet_access.fee";"internet_access.ssid";"layer";"level";"location";"name";"name.ca";"name.en";"name.es";"note";"note.en";"old_name";"opening_hours";"operator";"operator.wikidata";"organic";"payment.cards";"payment.cash";"payment.coins";"payment.contactless";"payment.credit_cards";"payment.debit_cards";"payment.maestro";"payment.mastercard";"payment.notes";"payment.visa";"payment.visa_debit";"payment.visa_electron";"phone";"postal_code";"ref";"room";"second_hand";"shop";"source";"stroller";"toilets";"toilets.wheelchair";"website";"wheelchair";"wikimedia_commons";"longitud";"latitud"
"node/3658278552";"node/3658278552";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Supermercat D'omar";"Supermercat D'omar";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3719267;39,4636691
"node/3686352663";"node/3686352663";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Euromarket";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3425384;39,4621495
"node/3698712535";"node/3698712535";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3877233;39,4614507
"node/3713754805";"node/3713754805";NA;NA;NA;"G";"53";NA;"Carrer de la Reina";NA;NA;NA;NA;NA;"Coaliment";NA;"Q127503706";NA;NA;NA;NA;NA;2025-05-21;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";NA;NA;NA;"0";NA;"Coaliment";NA;NA;NA;NA;NA;NA;"Mo-Sa 09:00-14:00,17:00-20:30; Su 09:00-14:00";"Coaliment";NA;NA;NA;"yes";NA;NA;"yes";"yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;"yes";NA;-0,3292803;39,4660311
"node/3735789628";"node/3735789628";"València";NA;NA;NA;"19";"46002";"Carrer de Roger de Llòria";NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3733128;39,469304
"node/3802231201";"node/3802231201";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3326755;39,4666651
"node/3872587312";"node/3872587312";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dialprix";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dialprix";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3798457;39,4697591
"node/4100398778";"node/4100398778";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"unsure about exact position";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3325443;39,3832294
"node/4103882463";"node/4103882463";"València";NA;NA;NA;NA;NA;"Carrer Escultor Ricart Boix";NA;NA;NA;NA;NA;"Economy Cash";NA;"Q114915795";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Economy Cash";NA;NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:00";"Kuups Design International SL";"Q113464694";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 902 702 604";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3928204;39,4581502
"node/4111725004";"node/4111725004";"València";NA;NA;NA;NA;"46009";"Avenida de Burjassot";NA;NA;NA;NA;NA;"Economy Cash";NA;"Q114915795";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Economy Cash";NA;NA;NA;NA;NA;NA;"Mo-Su 09:00-21:30";"Kuups Design International SL";"Q113464694";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 902 702 604";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"http://www.vidaltiendas.com/tienda-vidal-en-valencia-3";NA;NA;-0,3831355;39,4834015
"node/4111725005";"node/4111725005";"València";NA;NA;NA;NA;"46008";"Calle de Cuenca";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Kuups";NA;NA;NA;NA;NA;"Vidal";"Mo-Su 09:00-21:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 902 702 604";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3837299;39,4696764
"node/4111725006";"node/4111725006";"València";NA;NA;NA;NA;"46023";"Carrer del Pare Tomás de Montañana";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Economy Cash";NA;NA;NA;NA;NA;NA;"Mo-Su 09:00-21:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 902 702 604";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,352385;39,4635025
"node/4145037710";"node/4145037710";"València";NA;NA;NA;"118";"46009";"Carrer de Sagunt";NA;NA;NA;NA;NA;"Lidl";"https://www.lidl.es";"Q151954";"en:Lidl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lidl";NA;NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;"yes";NA;NA;NA;NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;"yes";NA;-0,3749129;39,4870005
"node/4179594694";"node/4179594694";NA;NA;NA;NA;NA;NA;"Carrer de Trafalgar";NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3449904;39,4612135
"node/4265726133";"node/4265726133";NA;NA;NA;NA;"4";"46011";"Carrer d'Antoni Joan";NA;NA;NA;NA;NA;"Dia";NA;"Q925132";"es:DIA (supermercados)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dia";"Dia";NA;NA;NA;NA;NA;"Mo-We 09:00-14:30,17:00-21:00; Th-Sa 09:00-21:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3334738;39,4725623
"node/4307621589";"node/4307621589";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;2024-10-18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3899027;39,475093
"node/4316605297";"node/4316605297";NA;NA;NA;NA;NA;"46011";"Carrer de Mendizábal";NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;"yes";NA;-0,3271946;39,4835123
"node/4384980191";"node/4384980191";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3346699;39,4512693
"node/4523277176";"node/4523277176";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,383364;39,484434
"node/4599439190";"node/4599439190";NA;NA;NA;NA;"49";"46019";"Carrer d'Alfauir";NA;NA;NA;NA;NA;"Lidl";"https://www.lidl.es";"Q151954";"en:Lidl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lidl";NA;"Lidl";"Lidl";NA;NA;NA;"Mo-Sa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34902243222";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,359274;39,493685
"node/4599543390";"node/4599543390";NA;NA;NA;NA;"14";"46007";"Carrer del Convent de Jerusalem";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Super Nuevo Zhong Hua";NA;NA;"Super Nuevo Zhong Hua";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3792498;39,4671679
"node/4601469191";"node/4601469191";"València";NA;NA;NA;"86";"46008";"Avinguda de Pérez Galdós";NA;NA;NA;NA;NA;"ALDI";"https://www.aldi.es";"Q41171373";"en:Aldi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ALDI";NA;NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34900902466";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://aldi.es/";NA;NA;-0,39154;39,4693425
"node/4608688991";"node/4608688991";"València";NA;NA;NA;"189";"46022";"Avinguda del Port";NA;NA;NA;NA;NA;"Lidl";"https://www.lidl.es";"Q151954";"en:Lidl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lidl";NA;NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;"yes";NA;NA;NA;"yes";"yes";"yes";"yes";"yes";"yes";NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;"yes";NA;-0,3420661;39,4629572
"node/4633920691";"node/4633920691";"València";NA;NA;NA;"79";"46022";"Avinguda del Port";NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3521603;39,4659547
"node/4679983191";"node/4679983191";NA;NA;NA;NA;NA;NA;"Avinguda del Primat Reig";NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"en:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34963690630";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3608682;39,4821412
"node/4679988389";"node/4679988389";NA;NA;NA;"G";"24";"46010";"Carrer del Batxiller";NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;2024-06-04;NA;NA;NA;NA;NA;NA;NA;NA;NA;"wlan";"no";NA;NA;"0";NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;"yes";NA;NA;"yes";"yes";NA;NA;NA;NA;NA;NA;"+34963699771";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.consum.es/";"yes";NA;-0,3611776;39,4813013
"node/4710305268";"node/4710305268";"València";NA;NA;NA;"1";"46001";"Carrer de l'Hospital";NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;2024-03-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;"yes";NA;NA;"yes";"yes";NA;NA;NA;NA;NA;NA;"+34 96 394 14 78";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.consum.es/";"yes";NA;-0,3802139;39,4710377
"node/4734189852";"node/4734189852";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3846174;39,4837107
"node/4738442021";"node/4738442021";NA;NA;NA;NA;NA;NA;"Avinguda del Port";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Alimentacion Gran Jardin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3487868;39,4646119
"node/4741418422";"node/4741418422";"València";"València";NA;NA;"5";"46005";"Carrer del Mestre Gozalbo";NA;NA;"yes";NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;"Mercadona";"Mercadona";NA;NA;"Sin parking";NA;NA;"Mo-Sa 09:00-21:30";"Mercadona";NA;NA;"yes";"yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963 955 087";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";"yes";NA;-0,3695529;39,4658173
"node/4741566835";"node/4741566835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tandy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tandy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3982252;39,4775091
"node/4741575743";"node/4741575743";NA;NA;NA;NA;NA;NA;"Gran Via Ferran 'el Catòlic'";NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3868354;39,4734991
"node/4744211521";"node/4744211521";NA;NA;NA;NA;NA;"46001";NA;NA;NA;"yes";NA;NA;"Dia";NA;"Q925132";"es:DIA (supermercados)";NA;NA;NA;NA;2025-06-18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dia";"Dia";NA;NA;NA;NA;NA;"09:00-21:30";NA;NA;NA;NA;"yes";NA;NA;"yes";"yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";"survey";"yes";NA;NA;NA;"yes";NA;-0,3796178;39,4727098
"node/4897372522";"node/4897372522";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dia";NA;"Q925132";"es:DIA (supermercados)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dia";"Dia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3876226;39,4653143
"node/4932505621";"node/4932505621";NA;NA;NA;NA;"27";"46007";"Gran Vía de Ramón y Cajal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Ecorganic ecomarket - supermecado ecológico";NA;NA;"Ecorganic ecomarket - supermecado ecológico";NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34963220717";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.ecorganicweb.com/";NA;NA;-0,3823663;39,4661127
"node/4932505622";"node/4932505622";"València";"València";NA;NA;"42";"46005";"Gran Vía del Marqués del Turia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Ecorganic ecomarket - supermercado ecológico";NA;NA;"Ecorganic ecomarket - supermercado ecológico";NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34960660197";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.ecorganicweb.com/";NA;NA;-0,3693374;39,4665055
"node/4937348722";"node/4937348722";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,335979;39,4650107
"node/4937348723";"node/4937348723";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dialprix";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dialprix";NA;NA;NA;NA;NA;NA;"Mo-Sa 08:45-22:00; Su 09:00-15:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;"yes";NA;-0,3842317;39,4726129
"node/4948961222";"node/4948961222";"València";NA;NA;NA;"21";"46006";"Carrer de Pere Aleixandre";NA;NA;NA;NA;NA;"Dia";NA;"Q925132";"es:DIA (supermercados)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dia";"Dia";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3634684;39,4608482
"node/4989970386";"node/4989970386";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"farm";NA;NA;NA;NA;NA;NA;NA;NA;NA;"only";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3352166;39,460636
"node/5060618463";"node/5060618463";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Supercor";NA;"Q6135841";"es:Supercor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Supercor";NA;NA;NA;NA;NA;NA;"Mo-Su,PH 07:00-01:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;"yes";NA;-0,3573161;39,4570221
"node/5075087170";"node/5075087170";"València";NA;NA;NA;"5-7";"46007";"Carrer de Fontanars dels Alforins";NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963778288";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.consum.es/";NA;NA;-0,3911177;39,456984
"node/5176209525";"node/5176209525";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3541321;39,4633336
"node/5247592422";"node/5247592422";"València";NA;NA;NA;NA;NA;"Avinguda de la Gola del Pujol";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";NA;NA;"no";NA;NA;"no";NA;NA;NA;NA;NA;"Mar Market";NA;"supermercado";NA;NA;NA;NA;"Jun-Sep: Mo-Sa 09:00-14:00,18:00-21:00; Jun-Sep: Su 09:00-14:00";"MarMarket";NA;NA;NA;"yes";"yes";NA;"yes";"yes";NA;"yes";NA;"yes";NA;NA;NA;NA;NA;NA;NA;"supermarket";"local knowledge";"yes";NA;NA;NA;"yes";NA;-0,3219564;39,3569626
"node/5257504624";"node/5257504624";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Charter";NA;"Q95916752";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Charter";NA;NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 961 36 27 03";NA;NA;NA;NA;"supermarket";NA;NA;NA;"yes";"https://www.consum.es/supermercados/valencia-monestir-de-poblet/";"yes";NA;-0,3925974;39,4859793
"node/5273932723";"node/5273932723";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Unide";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3674713;39,4731991
